"","Origin","Destination","year","N","corridor","z1","dejure_dummy","infants","deaths","birthplace_dummy","quality","cont_dummy","popS","popR","mstS","mstR","imports","exports","GDPS","GDPR","unempS","unempR","pvS","pvR","schoolyS","schoolyR","lifeexpectancyS","lifeexpectancyR","language_dummy"
"2136","Spain","Chile",1.2,2136,96,7.69092171132513,0,4.07878403006107,2.57569696802476,0,2,0,22.5275511554285,17.2290555699833,3.37085403590639,5.01056801549556,18.7620247583692,19.3202119981906,8.39412081236624,9.2253986832225,2.11511321217705,1.76025578878682,-1.63606446683119,-1.80182749640318,2.06729691641318,1.79447573778957,4.27505841465252,4.34763282771651,1
"2137","Canada","Chile",1.2,2137,97,6.75457137991918,0,0.238005376693162,0.796340213216911,0,1,0,18.7671923918275,16.4611829324728,7.92732071274577,14.5799842381334,16.2748661258931,19.3396810240507,8.43906356627816,8.13158371379408,2.00228539775681,1.78800222716918,-0.371797405253654,0.109522050749257,2.25945130331999,1.36933089298871,4.13857035793191,4.30423499809604,1
"2138","America","Chile",1.2,2138,98,5.48524471650247,0,1.2820979568574,0.863442081985864,0,1,0,16.3889860367764,18.0787653318992,11.5334312491933,4.9481015439166,18.4987877821721,15.5250578133101,9.06661498618385,5.90139597606623,1.53310074119152,2.53735851584256,-2.17295801589072,-2.20170186919426,2.35832244695565,1.87590298148103,4.4542327126762,4.26588694334744,1
"2139","Africa","Chile",1.2,2139,99,7.29103567499575,0,-1.22415729554064,1.80173911914708,0,2,0,15.5181714475953,14.8839195616808,14.870428301494,9.47380045037558,16.8786200022801,14.9488620337372,9.44026688738318,8.49748518600964,0.975724794398146,1.48690339369274,0.0305986737392964,-1.36352366236051,2.31240771390893,2.0965819480102,4.1454111431476,4.36291650611723,1
"2140","Asia","Chile",1.2,2140,100,6.59618580591895,1,3.37501999403558,3.62306549429126,0,2,0,16.9729778246897,16.3988439473808,6.03725880172538,11.7446230784986,22.6257513086188,22.3728555633206,6.76467221808638,8.17221275739596,1.5255042397098,1.79557617049386,-1.23111641939436,-0.176628312889212,1.79789066112556,2.17028239103926,4.19661077103665,4.24519518875169,0
"2141","Europe","Chile",1.2,2141,101,7.74867305367497,0,-1.11574731714481,1.09749653728275,0,2,0,19.3109742224972,16.9039644570627,3.93697462053256,10.704169262481,17.9855281741347,18.9552237353762,8.96954277420838,8.40990183176194,2.51573688549803,1.48183672085922,0.410204361625697,-2.75507193153289,2.40715924692806,1.76400139990344,4.32887533723232,4.38440860040615,1
"2142","Oceania","Chile",1.2,2142,102,8.89895783918452,0,1.63363397482219,0.327748971465248,0,1,0,19.8943024608325,17.2023000707725,9.09668316399081,9.76787538144785,21.1419974929506,22.7922658420249,7.77448383385121,7.89972647262558,1.76675616780174,1.52256354858751,1.07699633198755,-1.20861488269188,2.13956450322373,2.03920457807868,4.14712515558607,4.23644346983261,0
"2143","Argentina","Chile",1.2,2143,103,2.49700926549772,0,2.5487067880922,2.07929582455879,0,2,0,18.2376451798914,17.2171181202667,7.65053416261947,11.976579892138,19.3836766687086,14.464429896675,8.49279956603463,7.21660951591105,1.7052975959193,2.10528769293543,-1.66392725827242,-0.0805728703909088,1.69622275627591,2.12043079079577,4.17836144379141,4.38747772071939,0
"2144","Bolivia","Chile",1.2,2144,104,8.83941412266411,0,0.0824283010625055,-0.513623304515947,0,2,0,18.223539772794,17.2267591894269,12.969020121167,11.062172798771,18.4395134562144,17.784042649782,8.87951119424691,8.13861699359764,1.60880337487894,1.09779667457188,-3.64373442379447,-3.08143354052692,1.81503910764633,1.75741313107377,4.31299588065635,4.33382595940741,1
"2145","Brazil","Chile",1.2,2145,105,6.51701756871492,0,6.30448624290127,0.413835563818306,0,2,1,18.2362846806386,17.6777005852872,6.05359869567169,13.2763788701138,19.5516185960048,21.9151432340201,7.5699829747871,8.00783490306975,1.09848455430176,1.2574065276427,-1.44822077408006,-1.33559658403633,1.608693025624,2.24212866834584,4.2154682536624,4.20356827318746,0
"2146","Colombia","Chile",1.2,2146,106,6.25617589796759,0,-0.680003909948566,0.166277662724256,0,2,0,17.9025969665216,17.1200008820156,12.1158609850187,12.4664432223134,18.2830504503208,22.3819487914569,8.45499663165574,8.55631191499434,1.58389293194173,1.61480253438739,-1.47925505383943,-3.50642546235664,2.14982838985606,2.20347951861738,4.03852929280668,4.26784945191367,1
"2147","Ecuador","Chile",1.2,2147,107,5.60075610048602,0,1.06455942590292,0.458831410385961,0,1,1,18.5534783944339,16.409468121692,7.68125172234155,12.1080744026452,20.4562850659476,17.5611056285966,7.52797895583621,8.44109106140414,2.73448925776644,1.75781425581507,-0.139877257058264,-3.19039386194012,1.93275066533452,1.69777806257419,4.15736535047171,4.18904914516054,1
"2148","Paraguay","Chile",1.2,2148,108,3.93938272524988,0,3.71385232360614,2.1331060539436,0,2,0,19.0721376092424,18.1474695560018,2.15414089257101,8.87176399482818,19.0178971295694,20.6423875484599,7.68662646924888,7.26171135850138,2.27418829807605,2.31973496895429,-3.49240941231604,0.868081104692934,1.97605756515279,2.12784792395892,4.33085917182133,4.18829293458591,1
"2149","Peru","Chile",1.2,2149,109,7.28196246016365,0,1.18783090206506,1.36368957100329,0,2,1,15.5856474941963,15.6620141527296,7.45170727151221,8.04845860583429,15.862184195442,14.8777502350834,9.61496723559786,8.00781816805253,1.61904180539742,1.60880669278714,-1.58407278461747,-1.69813075174555,1.72946178815063,1.84346102435008,4.21009124564655,4.24443264121485,0
"2150","Uruguay","Chile",1.2,2150,110,8.71153139299429,0,-1.98270410466902,2.7681989646614,0,1,1,19.8933150144061,16.8579237609338,7.63839571739183,8.54512560742835,15.193066503007,16.2195466817014,9.33640065243637,8.41359580030028,2.15432245405613,1.43361602893135,-1.84597416494548,-0.517464719660854,2.15553561900341,1.72067314221999,4.2904824535056,4.22856603438473,0
"2151","Venezuela","Chile",1.2,2151,111,7.55820153155831,1,3.6764571250768,-0.64944001557713,0,1,1,19.8314985087608,17.5106942767651,11.7283831167179,12.6299271083187,18.2772993070978,18.1678901622629,7.76141590794409,9.36507495187469,1.9965179654063,1.67857071404335,-1.1849703030676,1.76566081363272,2.2601044419465,2.18236665224455,4.29063844194885,4.35973042420868,1
"2152","USA","Chile",1.2,2152,112,11.9366608756202,0,-0.810965902425318,0.348853435410942,0,3,0,18.3709686466218,16.2236370112714,9.64623401849349,7.15290535313063,18.7324013961876,20.3293269144116,9.04932135278926,7.59511772588261,2.30589009877993,2.37739319766184,-1.07607356963572,-1.12543188504544,1.61947121268184,1.74064072217605,4.2032965310134,4.25100761238018,1
"2153","Spain","Chile",1.2,2153,113,6.81698013414133,0,2.47523595030578,0.919324308799432,1,3,1,15.7649463392559,17.7590416113938,9.80882769001236,9.581551190153,14.7026702683743,16.5095605685345,11.6657677585544,7.50423211584608,2.38674813478004,1.64865229403461,-1.84299396160553,1.10112884122272,1.68279748838196,2.20452955039997,4.36255143777228,4.27229589672548,0
"2154","Canada","Chile",1.2,2154,114,7.03863554537811,0,2.99790972597243,0.580319315405341,0,1,1,16.7566977534049,16.9381287063229,7.38593956728826,6.30417569773079,14.5136725233286,17.2420674560669,6.46985769807798,8.38334361410674,2.51723489902548,1.87829181038178,-0.271308539669899,-5.44952345766905,1.72673229430875,2.02475345665029,4.44463959658757,4.28338037981099,0
"2155","America","Chile",1.2,2155,115,2.72902200601181,1,0.0949419988132927,1.76673957321299,0,3,0,19.1431500380531,16.4863458995362,13.9699010250992,10.6414487014847,18.1711459210004,17.6516086630646,10.9370862047481,8.37904222828331,2.05275870723739,1.97143899629039,-0.92199663682768,-0.574014320461141,2.55260721939053,2.58355188651917,4.52082983135594,4.1666605882065,1
"2156","Africa","Chile",1.2,2156,116,6.87089014036707,1,-2.39347449370116,0.470916225063271,0,3,0,19.3935755740721,17.56276668263,3.00313052764692,11.150269534945,17.2351682366645,17.2248098583335,10.9428745225259,8.92234687418244,2.04717671599493,2.06192392123092,1.2501642135331,-2.97055035987597,2.02636433800206,2.21350576801657,4.25973444840887,4.41305965427592,1
"2157","Asia","Chile",1.2,2157,117,2.83808821189668,0,2.31300276988103,0.956672811315313,0,3,0,15.1800188738889,14.3437087627285,10.0740314883286,13.2848381650087,14.3915554124958,18.0766891767841,10.3356280244768,9.78479891307561,1.80902977397586,2.57253280765155,-1.02938150254054,-3.31906323732647,2.40235216880059,2.11565005400217,4.33213252230716,4.14550714153326,1
"2158","Europe","Chile",1.2,2158,118,5.16797606597105,0,4.54660177230885,0.392935714055655,0,2,1,16.2702725114161,17.1998278677609,7.07802271701765,10.4354771994332,15.1462019271206,18.8856943638658,9.90757609817413,8.97612075879926,1.29677414216193,2.5555108920623,-3.86308670822832,-3.14235926767299,2.17721674707289,1.88412983272733,4.15854639063258,4.27972490274926,0
"2159","Oceania","Chile",1.2,2159,119,2.98639863219043,0,2.60247054913206,0.417940486433015,0,1,0,15.5400747540585,15.9864953754739,8.49264398971618,8.20007657796641,14.9327547391893,14.0268556629133,10.3826078498296,7.1051544868156,1.730330456076,1.91252044737088,-1.67837441761614,-0.136820760310464,2.33330527928639,2.08911059724221,4.18122054937298,4.20876884869484,1
"2160","Argentina","Chile",1.2,2160,120,6.39387757980078,0,-1.54997127636135,-0.778738814678806,0,2,1,14.8324286428385,16.0738047561027,7.50055292983325,11.9444602191619,17.5156884688194,17.6836502440458,8.99033768784862,8.42259825019159,1.32928697878941,1.07671301095897,-1.40465335250809,2.31862216430261,2.31705148901654,1.99460298638383,4.24392310565538,4.24497520545301,1
"2161","Bolivia","Chile",1.2,2161,121,5.52865448482526,0,1.32287965035505,1.12808936600987,0,3,1,20.6662837924383,16.1668898837192,12.6379954313247,6.15624084229832,17.3264436932403,17.15277599348,11.3718317910922,9.56459367441841,1.89471831105936,2.10913005167708,-1.99140235760274,-3.54767450706836,1.88356900348855,1.83336428198792,4.3074118527385,4.3569462190242,0
"2162","Brazil","Chile",1.2,2162,122,4.57194011135002,0,4.30434558146465,1.55806613671743,0,1,1,19.8571418778056,17.9110050061425,10.7208748758926,8.61731843298709,18.5347745606794,17.6141257237394,8.07164544342117,8.48366395316992,3.19730216871129,1.74871270561315,1.07586431143091,-0.131357674765048,1.75041688646913,2.11338149425204,4.01850507112888,4.26576934314138,0
"2163","Colombia","Chile",1.2,2163,123,4.28188146784845,0,2.27556195631768,1.21731001521037,0,2,0,18.3944296447913,17.6186660260996,6.36124406263857,5.61370301003884,20.3551699460679,15.7896073726114,9.79664277075034,9.44874219378859,2.76851727776067,1.76779011705341,-0.621902284532916,-2.67692510639076,1.88952049009725,2.20475287532492,4.53481314663163,4.26831057124152,0
"2164","Ecuador","Chile",1.2,2164,124,5.29793297328332,1,2.73722028152066,-0.102225474265082,0,3,0,18.5238952588197,15.89198171804,10.0812165664874,11.75124093058,15.5000187789372,16.3403691975455,7.93438278042525,7.76547234634038,1.94111305309704,1.13768998250643,-0.00776458860664853,-1.47099913341696,2.00441291264952,2.24364562480054,4.35529095229688,4.28807260358146,1
"2165","Paraguay","Chile",1.2,2165,125,3.11936793905542,0,4.3412475554957,-1.122329030853,0,1,1,16.4503833676893,16.7318900580832,7.30782337543682,6.15640014209565,18.8602182290251,21.7594758398403,9.92277006544275,7.04957705184801,2.78449181378034,3.00432715029677,-0.821964952396146,-2.4406920961702,2.02601372877783,1.94374267492654,4.18742999364884,4.25069312154369,1
"2166","Peru","Chile",1.2,2166,126,5.48913598544012,0,0.241168154740605,0.540744072137832,0,1,0,15.9472913756524,16.1022567926564,7.08393495465056,8.92768185546513,17.2672258813372,16.079709657,8.85594078108635,7.66791427234236,1.43084212759452,1.50856140244885,-0.62084838339995,0.55401528495868,2.4727323905437,2.22634342870893,4.35387971559466,4.18562284641959,1
"2167","Uruguay","Chile",1.2,2167,127,7.2378434926361,1,2.5026255676048,1.68967759430389,0,2,0,17.9950442901788,16.6322372154047,9.76544076109282,4.22387052548016,13.5552910204879,17.8664729064417,10.7353839840042,7.54328074120003,1.55066545248369,1.98424591410207,0.409319648907643,-1.27051222452688,2.36558169091908,1.79828986735792,4.37576821674616,4.27904863199279,1
"2168","Venezuela","Chile",1.2,2168,128,7.75427740740127,0,5.89669417871618,-0.541128942361295,0,2,1,19.6676004698324,15.9435545297649,8.619096311765,8.19770263405957,13.0735013581939,15.9243954492446,7.42416788832417,8.77968378592046,2.0714353386521,2.09940805829187,-0.0572050622307462,-0.631757272763384,1.59746010673052,2.1510527451588,4.17406640508357,4.27393677820642,1
"2169","USA","Chile",1.2,2169,129,5.65810950036252,0,4.57135856686076,1.49225467182916,0,2,0,20.449835674048,17.7395416286223,6.81692861752475,10.7076324342619,21.2524826720525,17.7459449288181,8.05931543153912,8.83121444238162,2.0895852295839,0.77300813127702,0.234720198893638,-1.84461422437653,2.12793220308573,1.95650542595753,4.29218436415313,4.18644747775356,0
"2170","Spain","Chile",1.2,2170,130,3.55243322516385,0,1.68882724948051,1.02963482933984,0,3,1,17.6376515135863,18.6417444316747,14.8539664980846,8.99378781122306,18.4468608249698,14.0720241156553,8.55851312020532,6.84472898356484,1.94287882694017,2.40957612026733,-0.673810325147796,-1.06000724113408,2.21208137657534,2.14768603462988,4.31734738093705,4.2332214507405,1
"2171","Canada","Chile",1.2,2171,131,5.69627719030055,0,-0.403935540694832,-1.94875986996498,0,2,0,18.0681921841591,15.3104314381719,8.50598849969981,8.82051395774138,19.2267479338752,19.8013089131063,7.27180598727874,8.31116244097788,2.41806408910898,3.11667666222016,-0.206966157233774,-1.98562790330614,1.89268084252014,1.77359247945602,4.20764479552032,4.30813156801953,0
"2172","America","Chile",1.2,2172,132,5.34847273578271,1,1.45805312032657,0.749851013218294,0,3,1,19.0658980534315,16.5285702152613,5.56217851433256,6.87560040347605,19.3525717486977,20.3222146566489,8.21155675745634,9.56481674045185,2.55355235448822,1.95381733881775,-1.48400420494024,-0.992448997792441,1.9078641480659,2.13727648643945,4.15487130970728,4.32830898501999,0
"2173","Africa","Chile",1.2,2173,133,6.24713297755435,0,-1.27445409517943,0.506974270435236,0,2,0,16.9007832827547,16.1338798569109,8.51232297480053,8.83644247874944,18.4563668885475,19.372527237051,8.87111450570666,5.4101081081275,2.38440164126989,1.46067395809694,1.89769576360673,-2.20802456228136,2.25978145381392,1.63313927337355,4.26079537242357,4.28101271761377,0
"2174","Asia","Chile",1.2,2174,134,7.66059857662089,0,1.98018600611073,0.244429559665265,0,2,0,20.5294834680007,18.0848793775628,4.7396694818757,11.0604464192648,18.8448165767481,14.1579804069271,7.53701818380944,9.05881175867257,1.74273866321127,1.74050748971612,-1.65210448426939,-0.914836258301318,1.93253642194676,1.92887987791348,4.35749860400762,4.37979282041838,0
"2175","Europe","Chile",1.2,2175,135,5.38318520910551,0,-1.69433941061559,-1.63445734298546,0,2,1,14.6385773043385,17.0309489322923,7.63761444622707,5.75734226888968,18.4246063542481,19.5212758306396,10.4786228243314,7.61346785684624,1.78859211453796,2.08867651585127,-1.2462996104111,-3.24802656307264,2.18157252349216,1.8654801463389,4.15076269483694,4.31877106560309,1
"2176","Oceania","Chile",1.2,2176,136,6.34704342915441,0,-1.47294743779656,2.31483696224838,1,2,1,21.5484244821057,17.5997563447658,2.77799174494017,5.04493003733506,19.6546561012855,15.3124234339142,10.6392735227409,8.46973893538202,1.25435997984676,3.01768460936153,-0.0571805481802802,0.832330720473179,1.66877929591642,2.08643309516335,4.25812185389403,4.19233542526345,1
"2177","Argentina","Chile",1.2,2177,137,4.18360355665296,0,-0.683966267436958,-0.451473253051052,0,1,0,19.4847330763063,19.1399178647782,11.3970468248911,8.90751566210457,15.2731748152297,15.716901533984,10.5124900690627,6.96891719597898,1.09840437565726,2.34624529359819,-1.95192919246388,-0.1359350792096,2.05340166300199,2.07560380498107,4.14147013872738,4.21528830439729,0
"2178","Bolivia","Chile",1.2,2178,138,7.97068368513682,1,-2.8078346879784,1.0083986568881,0,2,1,15.279551169475,17.5655618702602,6.98247409909014,9.22020177832758,14.6425991577979,15.5025402607533,7.62052092190951,8.67883725532133,2.63576409167602,1.98739321037427,1.02044480994885,-1.28777427745456,1.49657390428975,1.89164334938569,4.1951710096803,4.32888548223197,0
"2179","Brazil","Chile",1.2,2179,139,3.47045926049781,0,6.12337285044059,1.37042099472371,0,1,0,17.1097396688369,17.9786570354972,16.445446670649,6.90527337098897,17.6022452811593,18.6456019237811,10.1032199200342,8.19733356664652,1.5846743182456,2.04944696842524,-0.453916385001388,-0.988070626334781,2.18868003273518,1.85361427627565,4.13779068858054,4.28206562148794,0
"2180","Colombia","Chile",1.2,2180,140,9.09365468359454,0,-1.57687657284264,0.328055331387749,0,2,1,15.4459395534503,17.6139980167934,6.30588088609316,2.1002024514846,15.2096973489058,16.9131631577281,8.8547585564116,7.61670962199818,2.31965543620954,2.0706468559007,-1.55811965900521,-1.06398117503529,1.99882274374784,2.15191741305995,4.23940921340117,4.19917867719487,0
"2181","Ecuador","Chile",1.2,2181,141,8.57761229517128,0,3.09621544717188,0.359603676928281,0,2,0,20.262173426362,16.8543038707053,5.93387960358957,7.29535194461809,21.1947110760023,19.2360569503505,8.77121668915231,8.42143229038057,2.06469721350765,2.16809972233901,-1.773735755936,-1.52914604212914,2.09712126842889,1.65211973757697,4.30267235666209,4.24399497817848,1
"2182","Paraguay","Chile",1.2,2182,142,7.94207967097906,0,2.05190881449571,-0.839039136384954,0,2,0,13.8868461507505,17.5376597873942,6.33531603788258,4.37546566606649,18.3740705902403,16.9576343569874,8.5943625523482,8.23172923965761,2.10832423080279,1.44813248099499,0.262896322639544,-1.73532284656344,1.41971265878985,2.21884991528869,4.2826363222813,4.35105998402139,0
"2183","Peru","Chile",1.2,2183,143,7.93035124439282,0,1.09461427342194,-0.348407073937444,0,1,0,20.9691748987081,18.0327694458764,7.4872239805678,7.84693237348475,14.1599031000393,13.5630094887267,10.1385414864566,8.27508942738923,2.21632487046968,1.71272156580177,-1.26162288668684,-2.39347693768433,2.12460290058097,1.97092521103995,4.35614069725058,4.33676649334769,0
"2184","Uruguay","Chile",1.2,2184,144,7.17553476362917,0,-0.189949503671923,0.318640337908089,0,2,1,17.8121448522551,17.1401632689537,1.24982684945424,6.83192814207348,19.3706912409952,21.2351218839812,8.47744400760657,8.86323803987602,2.42010481744355,2.28402181641865,-1.06022954013915,2.90613033727348,1.58216859653102,2.10760098231814,4.19602452842219,4.35290964030298,1
"2185","Venezuela","Chile",1.2,2185,145,6.87897480915943,0,5.22665424945071,-0.297859963515849,0,3,1,18.4663303537916,17.9053943099869,5.53407830840791,7.01949790895597,16.9672924742155,17.1959793495983,9.92868614916223,8.82296916356343,2.18406891777231,2.05491832252251,-0.868197458553957,0.259126596211707,1.80904221843815,1.9907921780588,4.22596336197045,4.34718953115707,1
"2186","USA","Chile",1.2,2186,146,3.34497020163972,0,-0.441308894405206,0.57493282923636,0,2,1,20.0776730025419,16.7206218887285,6.97420224852463,11.9950868391174,18.787018100036,21.665491229597,8.55999330530737,9.10494362505361,1.77236414570444,1.52735764615222,-1.2328039366123,-1.25424923572084,1.73386237385879,1.60923394357067,4.32553491503739,4.27201102014436,1
"2187","Spain","Chile",1.2,2187,147,6.67083033050411,0,0.446604379654172,2.23675085140484,0,1,1,16.3428258209902,15.150231795674,8.34390339361917,6.02841504949361,17.0489484639765,18.8010732287972,8.72098657071134,7.65872688604116,2.4813351589694,2.01775840878767,-0.0580168981571679,-0.992975245327118,2.03970779705877,1.77753790245013,4.51393695762112,4.27470667555647,0
"2188","Canada","Chile",1.2,2188,148,6.12869859594526,0,2.69837925928029,-0.104389499967815,0,2,1,17.0966138342188,15.8245204513192,6.10294719045641,9.02505533935206,22.8475780395343,15.9470691681997,8.30323455952528,8.89875027388433,1.76166098352333,3.11434152122524,-0.0343527464645293,-2.4583399563078,2.06302324093245,1.59439305634684,4.22225329596324,4.21809815170731,1
"2189","America","Chile",1.2,2189,149,5.59002289649182,0,3.12439587364978,-0.812065581095795,0,2,0,20.7686900298606,15.0825588840165,7.80801672345352,13.2472029753716,19.8196884148932,17.7719333993718,6.42039025337681,8.1403465682841,2.13399854951026,0.946032704806666,-0.734407946000819,0.162512571617139,1.75804607238607,1.88721218378421,4.38302350297076,4.33943157588182,1
"2190","Africa","Chile",1.2,2190,150,7.80025386833088,0,0.00218542464043958,0.425929480303634,0,1,0,20.2829870856533,16.4365061924709,12.3825715246559,6.38640548831324,17.241331139611,22.4944561805592,6.65209185628054,8.52962700182171,1.58689170144247,0.777438102888722,-0.860905161247347,-0.96945255463674,1.54031398883039,1.9980629202816,4.28893498330677,4.37617606739238,1
"2191","Asia","Chile",1.2,2191,151,9.5308708488709,0,1.13609352586178,0.802051870642,0,2,0,17.3787581583358,15.4176530530888,9.26556143766216,8.30935022976818,21.2557383688825,15.9624266920956,8.9300152722274,7.7010643237299,1.69943556214879,2.25091694621766,-1.56734679499984,-0.757135076547141,2.33642393484322,2.4629116160995,4.20634148865364,4.26323171875922,0
"2192","Europe","Chile",1.2,2192,152,4.97153961546684,0,-0.150121346531352,-0.762753036267764,0,2,0,18.3794268360291,16.1566189075375,13.4130369040335,12.174473167014,20.2486619491587,17.8138630384368,8.71211966394357,7.95636288555499,2.39176109176571,1.57025660315314,-0.709328402713953,-0.901865260416848,1.9698882958804,2.0395450694358,4.17139624308365,4.29114397288894,1
"2193","Oceania","Chile",1.2,2193,153,1.15034053590888,0,2.0873551900533,0.245622644062721,0,1,0,17.3258739560137,16.5176381702489,11.4555704310498,9.26576541821092,22.3070557353039,17.8789694214554,7.39547131489172,8.10442327305921,1.50283395138334,2.48061700684348,-0.836626014787032,-1.50437692007725,1.76662833896615,1.89614083055801,4.16686144906695,4.29075324712441,1
"2194","Argentina","Chile",1.2,2194,154,7.14973206411179,0,1.73836916505142,-0.818182047330297,0,1,1,18.2967018670433,17.3685614322007,7.13251130951592,2.79409610649385,18.9456627563528,18.6062794396834,8.63710432991177,8.64003999238017,2.61694506859583,1.51050121412335,-0.919939524939179,-0.892293004250187,2.29654768464274,1.83594786906379,4.23172130442931,4.15317681037455,1
"2195","Bolivia","Chile",1.2,2195,155,8.09396603709019,0,3.2667922515146,0.183499005164962,0,2,1,17.7180986217189,15.3728860563386,12.7128171238333,9.32674078448454,15.7111007599016,18.351578872586,10.5647023351186,6.68119652573754,2.57190455059299,2.19184563968691,-1.5342786765875,0.774188329087292,2.05992401220626,1.99009107497367,4.16000968603949,4.26910799071328,1
"2196","Brazil","Chile",1.2,2196,156,1.58377535689815,0,2.25993655273646,2.1306424896943,0,2,1,18.773444796449,17.3709390372718,2.42570725676526,9.78524462553471,18.3350525686443,19.2230713057427,9.21766321129099,7.41658368316358,1.32290031039235,2.52519079901289,-1.32699156669813,0.733431536312062,2.26199708721078,1.81190849835722,4.35849733431497,4.30132798568895,0
"2197","Colombia","Chile",1.2,2197,157,4.49171526278498,0,-0.095641877840887,2.14415290065532,0,2,1,16.6146219104952,18.2157320833456,6.06639685199354,7.1622486633309,19.4928538664067,14.3498006487308,6.54214792236637,8.39392162372054,1.74446514271683,2.52834977487208,-1.10295060368306,-2.8964239795784,1.87791138545037,1.95928348188101,4.22898946030287,4.16882815179932,1
"2198","Ecuador","Chile",1.2,2198,158,6.10891260579748,0,3.50637191071953,-0.970276190185706,0,3,0,16.0974662269567,17.3814903958066,10.9937979427583,7.36178580183736,15.3841515969379,17.4906173129812,10.2909224922204,8.78334698034953,2.17183705929183,2.1166025400966,-0.250910487610834,-1.85740427301226,2.48309709463553,2.30331843806822,4.17989626636444,4.31487281686976,1
"2199","Paraguay","Chile",1.2,2199,159,9.90501718297436,0,4.87118614553138,1.14688640046893,0,1,0,19.6271829935028,16.3687764244878,5.62564628502451,11.2104218670491,20.8335423652785,20.0840879502136,8.26244786290349,9.00363321943701,1.24952134777851,1.24551326603243,-0.0593433869703144,-2.44098715830971,2.02302831831258,2.1352700025543,4.37679768988031,4.23670469828669,1
"2200","Peru","Chile",1.2,2200,160,4.4572904400218,1,0.938082759099808,0.249101289543077,0,2,0,16.6146651483635,15.0957728967131,8.73696776716245,9.1811654349465,15.8121516725856,13.2564171131473,8.85711754713022,9.44001220421645,1.95757075450594,1.86643943791443,-0.657448830020374,0.467424365877728,2.34564215157116,2.09777563578972,4.14101430750286,4.34184667809227,1
"2201","Uruguay","Chile",1.2,2201,161,7.08431918317415,1,2.82664860048753,1.74786395730327,0,3,1,19.792384965016,16.139549015594,3.22229528621036,4.84156147317274,20.4251826382204,18.8603085936948,8.48406006119534,8.94174352998939,2.61615293003211,1.82193805804704,0.242896618408314,-2.92495166499827,2.14663744974826,2.27024818293906,4.18835948320944,4.22865595962323,1
"2202","Venezuela","Chile",1.2,2202,162,10.9269037187395,0,-0.299425063523123,0.669389711654774,0,2,0,19.3202573310185,14.7493997455718,9.20284168567674,5.36220481453255,23.1384478017403,17.6674283921733,9.2710347432287,8.28815412928099,2.3134598036831,1.27132265596801,0.891186260997129,-2.11506191668817,2.45257933368233,2.31787762917544,4.11824829774564,4.30465534829511,1
"2203","USA","Chile",1.2,2203,163,7.6009134784676,0,2.09752133804871,1.5226300807904,0,2,0,18.241537160781,16.9412805827395,5.83958327070057,7.1504377242813,19.3098323230961,20.6472940410782,8.77177241625508,8.22675861025644,1.45636182033386,2.09607532469017,-1.05009313425798,-0.91736975196004,2.51031715323928,1.53272577143794,4.32326084680149,4.27667241421665,0
"2204","Spain","Chile",1.2,2204,164,4.09547334172079,0,1.31829659665106,1.58468384690331,1,2,0,19.3439343283793,15.5020803643288,10.5805263833056,1.45949223041914,16.3859508558917,16.2809603496418,8.21571813830003,8.25346930020747,1.853057704879,2.39537480292252,-1.63640916079898,-1.27916661629733,1.91201273504651,1.72411950313622,4.29704391659009,4.23148752508803,0
"2205","Canada","Chile",1.2,2205,165,3.61173036907391,1,1.92658460684061,1.57061482878629,0,2,1,20.7459494710527,17.809942850128,7.59734876671129,4.09577587920127,20.1497734321295,22.0330775128976,8.21747755488538,7.51088397574077,2.14308592222159,1.69988375442359,-1.25094972321219,-2.94910374618798,2.52700032444634,2.14796385386079,4.13075639790496,4.25329438569617,0
"2206","America","Chile",1.2,2206,166,4.8835981432634,0,0.967593613351499,0.799199054121238,0,1,0,17.877405821166,15.8975110840034,7.48481008068375,9.46769607568022,21.7240485542731,17.4241959591748,7.59826086402606,8.421840690494,2.02832183013185,2.48612762308933,-1.60554463935397,-2.26972486177818,2.24338605410727,1.92181385808625,4.21022229569373,4.37642545280713,1
"2207","Africa","Chile",1.2,2207,167,7.12027591958797,0,2.23074521540059,0.381763142047643,0,2,1,18.6783735314244,18.7759712556749,9.80189040376581,6.38969665310663,19.9272772556808,19.9826779855285,10.0327195013545,7.79178323058352,1.83879894207302,1.80063916680504,-0.573180442360474,-0.770368841031337,2.08138239178147,2.0231615017061,4.33046933255529,4.2626403482736,1
"2208","Asia","Chile",1.2,2208,168,5.84271006188928,0,-0.154888113778184,2.09219147515423,0,1,0,17.4787083571968,16.0093197792382,8.65600501827164,10.9048481573197,16.212084557251,18.456334430331,8.25836461371448,8.35398720988205,1.24653949332887,1.68281387725654,-0.0626433686208795,-1.98566789406671,1.90906187535027,1.86294681629077,4.33994655896397,4.36790911427459,1
"2209","Europe","Chile",1.2,2209,169,10.1990676487034,0,2.43767665956679,1.85162200329526,0,1,0,17.3963808570343,16.676632425752,10.6499458201758,8.00219057495339,16.5402376579851,21.2802768519684,7.91581303414734,8.12848549571898,2.08436932675826,1.99321695505258,-2.37487892554424,-1.35542386674904,2.64377668383365,2.33035333906577,4.30226973896581,4.3036252285747,0
